
Date;type de lancement;Input Data;Input Requete;Nombre Triplet;Nombre requete;Temps Data Moteur;Temps Data Jena;Temps Parse Requêtes;Temps reponse Moteur;Temps reponse Jena;Temps Programme
2022-01-02 12-34-49;MoteurWarmWithJena;data\100K.nt;2200q.queryset;105399;2200;17649;2070;172;78;997;22209
