Date;type de lancement;Input Data;Input Requete;Nombre Triplet;Nombre requete;Temps Data Moteur;Temps Data Jena;Temps Parse Requêtes;Temps reponse Moteur;Temps reponse Jena;Temps Programme
2022-01-02 13-59-40;MoteurColdWithJena;data\100K.nt;2200q.queryset;105399;2200;24686;1934;503;126;1098;30443
