Date;type de lancement;Input Data;Input Requete;Nombre Triplet;Nombre requete;Temps Data Moteur;Temps Data Jena;Temps Parse Requêtes;Temps reponse Moteur;Temps reponse Jena;Temps Programme
2022-01-02 13-33-36;MoteurColdWithJena;data\300K.nt;6000q.queryset;323754;6000;574624;4327;726;1625;2616;585799
